4.509718716144561768e-02,-6.305629014969113544e-02,-9.825248718261718750e+00,1.350624486804008484e-03,-3.230802831240011351e-04,-5.319248419255018234e-03
4.288198426365852356e-02,-7.370486110449078754e-02,-9.844353675842285156e+00,-2.420723903924226761e-03,-3.687876276671886444e-03,-1.403138041496275988e-03
2.870601415634155273e-02,-2.115971036255600429e-02,-9.817274093627929688e+00,7.747512427158653736e-04,8.051749900914728642e-04,1.756394049152729727e-04
5.290108546614646912e-02,-5.505653843283893345e-02,-9.811536788940429688e+00,-3.637311514467000961e-03,-1.437010243535041375e-03,1.176806050352752642e-03
2.166042849421501160e-02,-4.036499187350513218e-02,-9.823046684265136719e+00,8.400874794460833073e-04,3.804647130891679850e-03,-3.426868468523026380e-03
9.789729490876197815e-03,-9.454720653595927171e-03,-9.747343063354492188e+00,1.491164905019104481e-03,6.648656562901970987e-05,-2.559641841799020767e-03
5.306097865104675293e-02,-2.707298099994900203e-02,-9.819083213806152344e+00,3.317218739539384842e-03,-1.161920954473317971e-03,-5.197130609303712845e-03
1.836176775395870209e-02,-3.177357092499974445e-02,-9.837977409362792969e+00,1.144857378676533699e-03,-9.591964771971110866e-04,-1.796797616407274766e-03
2.547430060803890228e-02,-7.631474733352899831e-02,-9.794712066650390625e+00,-4.344619810581207275e-06,-2.466868609189988050e-03,-3.785619977861641970e-03
3.229261562228202820e-02,-9.105941653251889423e-02,-9.807707786560058594e+00,-3.070736303925514221e-03,-8.645941270515324854e-04,-7.210703333839771963e-04
5.449697002768516541e-02,-2.579621970653773327e-02,-9.776952743530273438e+00,2.934352960437536240e-04,-2.396665513515472412e-03,-1.391834462992846532e-03
2.073699235916137695e-02,-5.141929909587146519e-02,-9.818140029907226562e+00,8.159768767654895782e-04,3.741787979379296303e-03,-1.161221880465746793e-03
2.142629213631153107e-02,-2.312775515020134426e-02,-9.829450607299804688e+00,1.174200442619621754e-03,-1.287668012082576752e-03,5.672911647707226061e-04
1.913938298821449280e-02,-4.445438459515811680e-02,-9.814367294311523438e+00,6.900466978549957275e-04,-2.839625813066959381e-03,-1.680591725744306174e-03
1.414973288774490356e-02,-3.043092414736987827e-02,-9.809343338012695312e+00,-1.004941528663039207e-03,1.823656348278748177e-04,8.928007446229457855e-04
1.054870896041393280e-02,-1.404116861522438503e-02,-9.837128639221191406e+00,7.509780116379261017e-04,-3.233047202229499817e-03,-7.202304550446561246e-04
6.647601723670959473e-02,-3.044410422444583653e-02,-9.809148788452148438e+00,4.375747870653867722e-03,-2.814416307955980301e-03,-5.588482017628842047e-04
3.267145156860351562e-02,-3.700744733214618443e-02,-9.806098937988281250e+00,-3.949971869587898254e-06,-1.270981156267226176e-03,-1.038894057273864312e-03
8.143604733049869537e-03,-3.043959476053954838e-02,-9.801837921142578125e+00,-2.998451469466090202e-03,-1.412220648489892916e-03,-1.412982936017214818e-03
