5.249465341916837730e+06,4.657107056325789890e+05,-5.352849164934949613e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352849164934949613e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352849164934949613e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352839164934949849e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352839164934949849e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352839164934949849e+02
5.249465341916837730e+06,4.657107056325789890e+05,-5.352839164934949849e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352839166329777072e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352839166329777072e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352829166329777308e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352829166329777308e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352819166329776408e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352819166329776408e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352799166329776881e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352799166329776881e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352789166329777117e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352789166329777117e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352799166329776881e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352799166329776881e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
5.249465341960890219e+06,4.657106980866438826e+05,-5.352809166329776644e+02
